1	1.17E-06
2	6.52E-07
3	6.77E-07
4	7.79E-07
5	8.13E-07
6	9.37E-07
7	1.03E-06
8	1.33E-06
9	1.79E-06
10	2.35E-06
11	4.89E-06
12	5.07E-06
13	7.63E-06
14	1.20E-05
15	1.95E-05
16	3.19E-05
17	5.24E-05
18	8.66E-05
19	1.45E-04
20	2.53E-04
21	4.02E-04
22	7.46E-04
23	1.16E-03
24	1.95E-03
25	6.31E-03
26	5.95E-03
27	9.08E-03
28	1.56E-02
29	2.60E-02
30	4.49E-02
31	6.96E-02
32	1.16E-01
33	1.91E-01
34	3.30E-01
35	5.43E-01
36	8.82E-01
37	1.54E+00
38	2.57E+00
39	4.23E+00
40	7.44E+00
41	1.19E+01
42	2.05E+01
43	3.33E+01
44	5.60E+01
45	9.17E+01
46	1.51E+02
47	2.59E+02
48	4.06E+02
49	6.55E+02
50	1.05E+03
