1	7.396e-06
2	4.913e-06
3	6.110e-06
4	8.558e-06
5	1.124e-05
6	7.750e-06
7	8.201e-06
8	7.944e-06
9	5.927e-06
10	7.804e-06
11	7.675e-06
12	1.409e-05
13	8.474e-06
14	1.105e-05
15	1.843e-05
16	1.047e-05
17	2.238e-05
18	1.636e-05
19	1.153e-05
20	3.817e-05
21	1.124e-05
22	1.232e-05
23	1.798e-05
24	1.661e-05
25	2.026e-05
26	1.976e-05
27	1.422e-05
28	1.762e-05
29	3.446e-05
30	1.624e-05
31	1.332e-05
32	1.616e-05
33	9.173e-06
34	7.679e-06
35	1.481e-05
36	1.205e-05
37	9.776e-06
38	9.665e-06
39	1.627e-05
40	8.111e-06
41	1.272e-05
42	1.969e-05
43	7.753e-05
44	1.219e-05
45	1.518e-05
46	1.343e-05
47	2.863e-05
48	9.623e-06
49	2.815e-05
50	2.528e-05
55	1.420e-05
60	1.300e-05
65	1.489e-05
70	1.371e-05
75	3.349e-05
80	3.993e-05
85	1.669e-05
90	5.354e-05
95	1.597e-05
100	1.947e-05
110	6.620e-05
120	4.727e-05
130	2.449e-05
140	2.996e-05
150	4.615e-05
160	4.353e-05
170	2.827e-05
180	2.617e-05
190	3.084e-05
200	4.006e-05
220	6.238e-05
240	9.319e-05
260	6.153e-05
280	4.231e-05
300	1.009e-04
320	4.823e-05
340	3.073e-04
360	5.376e-05
380	6.919e-05
400	6.718e-05
420	6.961e-05
440	6.233e-05
460	1.158e-04
480	1.280e-04
500	9.461e-05
520	1.484e-04
540	2.572e-04
560	1.614e-04
580	1.661e-04
600	8.639e-05
620	2.478e-04
640	8.265e-05
660	9.877e-05
680	1.112e-04
700	2.684e-04
720	1.846e-04
740	2.257e-04
760	1.610e-04
780	2.513e-04
800	1.565e-04
