1	1.459e-06
2	1.089e-06
3	1.054e-06
4	1.282e-06
5	1.457e-06
6	2.560e-06
7	5.171e-06
8	2.462e-06
9	4.725e-06
10	3.664e-06
11	8.674e-06
12	7.453e-06
13	6.578e-06
14	2.821e-05
15	9.185e-06
16	2.641e-05
17	1.267e-05
18	1.428e-05
19	1.650e-05
20	3.440e-05
21	4.851e-05
22	2.960e-05
23	4.807e-05
24	4.837e-05
25	5.255e-05
26	9.437e-05
27	1.391e-04
28	6.963e-05
29	5.716e-05
30	8.699e-05
31	6.351e-05
32	8.316e-05
33	7.344e-05
34	7.359e-05
35	7.945e-05
36	8.055e-05
37	8.704e-05
38	8.983e-05
39	9.576e-05
40	1.168e-04
41	1.089e-04
42	1.115e-04
43	1.192e-04
44	1.241e-04
45	1.320e-04
46	2.093e-04
47	1.725e-04
48	1.672e-04
49	1.733e-04
50	1.827e-04
55	1.168e-03
60	3.045e-04
65	2.808e-04
70	3.988e-04
75	4.303e-04
80	5.518e-04
85	5.813e-04
90	7.271e-04
95	6.867e-04
100	7.257e-04
110	9.779e-04
120	1.130e-03
130	1.502e-03
140	1.838e-03
150	1.926e-03
160	2.126e-03
170	2.225e-03
180	2.810e-03
190	5.996e-03
200	3.693e-03
220	4.714e-03
240	5.404e-03
260	9.340e-03
280	7.395e-03
300	1.235e-02
320	9.338e-03
340	1.200e-02
360	1.676e-02
380	1.564e-02
400	2.068e-02
420	2.213e-02
440	2.941e-02
460	2.861e-02
480	3.226e-02
500	3.725e-02
520	3.835e-02
540	5.133e-02
560	4.985e-02
580	6.416e-02
600	7.762e-02
620	7.187e-02
640	8.518e-02
660	9.253e-02
680	1.010e-01
700	1.100e-01
720	1.249e-01
740	1.314e-01
760	1.621e-01
780	1.853e-01
800	1.977e-01
