1	1.133e-06
2	6.990e-07
3	7.240e-07
4	6.920e-07
5	7.110e-07
6	7.170e-07
7	7.380e-07
8	7.950e-07
9	7.590e-07
10	8.140e-07
11	1.522e-05
12	8.490e-07
13	9.800e-07
14	9.350e-07
15	9.200e-07
16	8.030e-07
17	1.225e-06
18	1.630e-06
19	1.619e-06
20	1.356e-06
21	2.051e-06
22	1.289e-06
23	1.257e-06
24	1.118e-06
25	9.330e-07
26	1.115e-06
27	1.165e-06
28	1.055e-06
29	1.007e-06
30	8.210e-07
31	9.750e-07
32	9.820e-07
33	9.100e-07
34	8.620e-07
35	1.072e-06
36	9.320e-07
37	8.650e-07
38	9.090e-07
39	9.220e-07
40	9.130e-07
41	9.500e-07
42	9.440e-07
43	9.090e-07
44	9.830e-07
45	1.336e-06
46	1.031e-06
47	9.360e-07
48	1.000e-06
49	1.027e-06
50	9.770e-07
55	3.772e-06
60	1.422e-06
65	3.408e-05
70	1.438e-06
75	1.468e-06
80	1.671e-06
85	1.672e-06
90	1.614e-06
95	1.579e-06
100	1.539e-06
110	4.084e-06
120	3.046e-06
130	3.113e-06
140	3.068e-06
150	2.581e-06
160	3.498e-06
170	3.142e-06
180	2.825e-06
190	3.611e-06
200	3.416e-06
220	6.576e-06
240	5.773e-06
260	5.897e-06
280	6.194e-06
300	6.095e-06
320	5.589e-06
340	5.698e-06
360	5.906e-06
380	6.462e-06
400	9.451e-06
420	1.377e-05
440	8.465e-06
460	7.165e-06
480	6.712e-06
500	6.661e-06
520	8.559e-06
540	9.769e-06
560	7.885e-06
580	7.455e-06
600	8.993e-06
620	3.553e-05
640	6.859e-06
660	6.700e-06
680	4.410e-05
700	7.440e-06
720	7.481e-06
740	7.592e-06
760	7.800e-06
780	7.819e-06
800	1.132e-05
